#  Table crwfpc2comp$wfpc2_f555w_004.tab  Thu 08:19:10 15-May-97

# WAVELENGTH   THROUGHPUT        error
#  ANGSTROMS TRANSMISSION TRANSMISSION

      1850.0    9.0868E-7           0.
      1860.0    5.0936E-4           0.
      1870.0    5.8492E-4           0.
      1880.0    5.6528E-4           0.
      1890.0    1.6975E-4           0.
      1900.0    7.2497E-5           0.
      1910.0    2.7731E-4           0.
      1920.0    1.2898E-4           0.
      1930.0    1.5929E-5           0.
      1940.0    2.7940E-6           0.
      1950.0    9.1914E-5           0.
      1960.0    7.5507E-5           0.
      1970.0    8.2395E-5           0.
      1980.0    1.2669E-5           0.
      1990.0    2.8369E-5           0.
      2000.0    7.3234E-5           0.
      2010.0    3.2595E-7           0.
      2020.0    5.4066E-6           0.
      2030.0    1.7344E-6           0.
      2040.0    7.6643E-7           0.
      2050.0    3.7469E-5           0.
      2060.0    2.8279E-6           0.
      2070.0    1.2460E-5           0.
      2080.0    1.1563E-5           0.
      2090.0    4.1347E-7           0.
      2100.0    3.1519E-7           0.
      2110.0    2.0424E-6           0.
      2120.0    5.6688E-6           0.
      2130.0    9.2442E-7           0.
      2140.0    3.1519E-7           0.
      2150.0    1.0207E-6           0.
      2160.0    9.6071E-7           0.
      2170.0    3.1519E-7           0.
      2180.0    3.1678E-6           0.
      2190.0    2.5259E-6           0.
      2200.0    5.9309E-6           0.
      2210.0    3.1519E-7           0.
      2220.0    1.0546E-6           0.
      2230.0    1.0845E-5           0.
      2240.0    3.2705E-6           0.
      2250.0    1.2958E-5           0.
      2260.0    8.0441E-7           0.
      2270.0    2.3335E-6           0.
      2280.0    3.1519E-7           0.
      2290.0    1.6198E-6           0.
      2300.0    3.5595E-7           0.
      2310.0    6.9147E-7           0.
      2320.0    7.4580E-7           0.
      2330.0    3.1519E-7           0.
      2340.0    3.8147E-7           0.
      2350.0    6.1990E-7           0.
      2360.0    1.0107E-6           0.
      2370.0    7.4710E-7           0.
      2380.0    4.2204E-7           0.
      2390.0    3.7130E-6           0.
      2400.0    5.8571E-7           0.
      2410.0    2.6475E-6           0.
      2420.0    1.2051E-6           0.
      2430.0    1.0287E-6           0.
      2440.0    2.0534E-6           0.
      2450.0    7.9853E-6           0.
      2460.0    2.0135E-6           0.
      2470.0    3.9323E-6           0.
      2480.0    4.6181E-6           0.
      2490.0    6.5120E-6           0.
      2500.0    7.5557E-7           0.
      2510.0    4.5294E-7           0.
      2520.0    8.3651E-7           0.
