#  Table wf3f160bwsys.tab  Mon 12:22:11 02-Jun-97

#      WAVELENGTH      THROUGHPUT
#       angstroms                

            1216.     3.699540E-4
          1217.34     3.767027E-4
         1218.682     3.835400E-4
         1220.026     3.904519E-4
         1221.371     3.962674E-4
         1222.717     4.021482E-4
         1224.065     4.081019E-4
         1225.414     4.141249E-4
         1226.765     4.202188E-4
         1228.117     4.263840E-4
         1229.471     4.326208E-4
         1230.826     4.382503E-4
         1232.183     4.435052E-4
         1233.542     4.488143E-4
         1234.901     4.541708E-4
         1236.262     4.595821E-4
         1237.625     4.650442E-4
         1238.989     4.705625E-4
         1240.355     4.758992E-4
         1241.722     4.805967E-4
         1243.091     4.853351E-4
         1244.461     4.901120E-4
         1245.833     4.949257E-4
         1247.207     4.997832E-4
         1248.582     5.046785E-4
         1249.957     5.096107E-4
         1251.335     5.139050E-4
         1252.715     5.182070E-4
         1254.095     5.225362E-4
         1255.478     5.268989E-4
         1256.862     5.312894E-4
         1258.247     5.357072E-4
         1259.634     5.401572E-4
         1261.023     5.441988E-4
         1262.413     5.481060E-4
         1263.805     5.520351E-4
         1265.198     5.559856E-4
         1266.592     5.599563E-4
         1267.989     5.639513E-4
         1269.387     5.679700E-4
         1270.786     5.717174E-4
         1272.187     5.752573E-4
         1273.588     5.788109E-4
         1274.992     5.823820E-4
         1276.399     5.859702E-4
         1277.805     5.895709E-4
         1279.214     5.931885E-4
         1280.624     5.966391E-4
         1282.035     5.998690E-4
         1283.449     6.031129E-4
         1284.864     6.063660E-4
          1286.28     6.096278E-4
         1287.698     6.129025E-4
         1289.117     6.161876E-4
         1290.538     6.193674E-4
         1291.961     6.223651E-4
         1293.385     6.253697E-4
         1294.811     6.283805E-4
         1296.238     6.313996E-4
         1297.668     6.344276E-4
         1299.098     6.374601E-4
          1300.53     6.401029E-4
         1301.963     6.420706E-4
         1303.398     6.440398E-4
         1304.835     6.460121E-4
         1306.274     6.479875E-4
         1307.713     6.499633E-4
         1309.155     6.519424E-4
         1310.597     6.538571E-4
         1312.042     6.556812E-4
         1313.489     6.575063E-4
         1314.937     6.593329E-4
         1316.386     6.611587E-4
         1317.837     6.629861E-4
          1319.29     6.648136E-4
         1320.744     6.665774E-4
           1322.2     6.682791E-4
         1323.657     6.699803E-4
         1325.117     6.716814E-4
         1326.578     6.733820E-4
         1328.039     6.750814E-4
         1329.503     6.767812E-4
         1330.969     6.784035E-4
         1332.436     6.799847E-4
         1333.905     6.815649E-4
         1335.376     6.831435E-4
         1336.847     6.847196E-4
         1338.321     6.862950E-4
         1339.796     6.878689E-4
         1341.273     6.893729E-4
         1342.752     6.908640E-4
         1344.232     6.923527E-4
         1345.713     6.938382E-4
         1347.197     6.953221E-4
         1348.682     6.968037E-4
         1350.169     6.982759E-4
         1351.657     6.996920E-4
         1353.146     7.011045E-4
         1354.638     7.024514E-4
         1356.131     7.037110E-4
         1357.627     7.049679E-4
         1359.123     7.062203E-4
         1360.621     7.074559E-4
         1362.121     7.086683E-4
         1363.622     7.098763E-4
         1365.126     7.110819E-4
          1366.63     7.122825E-4
         1368.137     7.134800E-4
         1369.645     7.146737E-4
         1371.155     7.158626E-4
         1372.667     7.170486E-4
          1374.18     7.182301E-4
         1375.694     7.194072E-4
         1377.211     7.205808E-4
         1378.729     7.217504E-4
         1380.249     7.229194E-4
         1381.771     7.241013E-4
         1383.294     7.252794E-4
         1384.818     7.264528E-4
         1386.345     7.276227E-4
         1387.874     7.287894E-4
         1389.403     7.299506E-4
         1390.935     7.311421E-4
         1392.468     7.323512E-4
         1394.002     7.335560E-4
          1395.54     7.347582E-4
         1397.078     7.359561E-4
         1398.618     7.371496E-4
          1400.16     7.381818E-4
         1401.703     7.378416E-4
         1403.248     7.374970E-4
         1404.795     7.371479E-4
         1406.343     7.367946E-4
         1407.894     7.364370E-4
         1409.446     7.360748E-4
         1410.999     7.357319E-4
         1412.555     7.353976E-4
         1414.112     7.350589E-4
          1415.67     7.347163E-4
         1417.231     7.343693E-4
         1418.793     7.340181E-4
         1420.357     7.336591E-4
         1421.923     7.332840E-4
         1423.491     7.329046E-4
         1425.059     7.325212E-4
          1426.63     7.321333E-4
         1428.203     7.317412E-4
         1429.777     7.313449E-4
         1431.354     7.308972E-4
         1432.932     7.304375E-4
          1434.51     7.299736E-4
         1436.092     7.295050E-4
         1437.676     7.290318E-4
          1439.26     7.285548E-4
         1440.847     7.280149E-4
         1442.435     7.274194E-4
         1444.024     7.268197E-4
         1445.617     7.262150E-4
          1447.21     7.256060E-4
         1448.805     7.249922E-4
         1450.402     7.243332E-4
         1452.001     7.235488E-4
         1453.602     7.227588E-4
         1455.205     7.219641E-4
         1456.808     7.211651E-4
         1458.414     7.203607E-4
         1460.022     7.195486E-4
         1461.631     7.185332E-4
         1463.243     7.175127E-4
         1464.856     7.164869E-4
          1466.47     7.154564E-4
         1468.086     7.144200E-4
         1469.706     7.133778E-4
         1471.325     7.121218E-4
         1472.947     7.108132E-4
         1474.571     7.094987E-4
         1476.196     7.081790E-4
         1477.824     7.068526E-4
         1479.453     7.055214E-4
         1481.083     7.039874E-4
         1482.716     7.023469E-4
          1484.35     7.007006E-4
         1485.987     6.990482E-4
         1487.625     6.979273E-4
         1489.264     6.976654E-4
         1490.906     6.971975E-4
         1492.549     6.965581E-4
         1494.195     6.959013E-4
         1495.842     6.952269E-4
         1497.491     6.945350E-4
         1499.142     6.938257E-4
         1500.794     6.920689E-4
