#  Table wf4f160bwsys.tab  Mon 12:22:41 02-Jun-97

#      WAVELENGTH      THROUGHPUT
#       angstroms                

            1216.     4.130386E-4
          1217.34     4.205067E-4
         1218.682     4.280715E-4
         1220.026     4.357174E-4
         1221.371     4.421378E-4
         1222.717     4.486292E-4
         1224.065     4.552002E-4
         1225.414     4.618466E-4
         1226.765     4.685702E-4
         1228.117     4.753715E-4
         1229.471     4.822506E-4
         1230.826     4.884511E-4
         1232.183     4.942325E-4
         1233.542     5.000725E-4
         1234.901     5.059639E-4
         1236.262     5.119149E-4
         1237.625     5.179208E-4
         1238.989     5.239878E-4
         1240.355     5.298508E-4
         1241.722     5.350009E-4
         1243.091     5.401952E-4
         1244.461     5.454310E-4
         1245.833     5.507065E-4
         1247.207     5.560294E-4
         1248.582     5.613929E-4
         1249.957     5.667962E-4
         1251.335     5.714888E-4
         1252.715     5.761889E-4
         1254.095     5.809181E-4
         1255.478     5.856833E-4
         1256.862     5.904783E-4
         1258.247     5.953027E-4
         1259.634     6.001614E-4
         1261.023     6.045654E-4
         1262.413     6.088193E-4
         1263.805     6.130963E-4
         1265.198     6.173963E-4
         1266.592     6.217177E-4
         1267.989     6.260650E-4
         1269.387     6.304377E-4
         1270.786     6.345084E-4
         1272.187     6.383479E-4
         1273.588     6.422019E-4
         1274.992     6.460744E-4
         1276.399     6.499650E-4
         1277.805     6.538687E-4
         1279.214     6.577902E-4
         1280.624     6.615259E-4
         1282.035     6.650163E-4
         1283.449     6.685213E-4
         1284.864     6.720359E-4
          1286.28     6.755593E-4
         1287.698     6.790964E-4
         1289.117     6.826444E-4
         1290.538     6.860750E-4
         1291.961     6.893032E-4
         1293.385     6.925386E-4
         1294.811     6.957800E-4
         1296.238     6.990302E-4
         1297.668     7.022896E-4
         1299.098     7.055534E-4
          1300.53     7.083853E-4
         1301.963     7.104697E-4
         1303.398     7.125555E-4
         1304.835     7.146446E-4
         1306.274     7.167365E-4
         1307.713     7.188290E-4
         1309.155     7.209246E-4
         1310.597     7.229486E-4
         1312.042     7.248725E-4
         1313.489     7.267969E-4
         1314.937     7.287229E-4
         1316.386     7.306478E-4
         1317.837     7.325743E-4
          1319.29     7.345006E-4
         1320.744     7.363564E-4
           1322.2     7.381433E-4
         1323.657     7.399295E-4
         1325.117     7.417153E-4
         1326.578     7.435005E-4
         1328.039     7.452841E-4
         1329.503     7.470680E-4
         1330.969     7.487661E-4
         1332.436     7.504189E-4
         1333.905     7.520702E-4
         1335.376     7.537196E-4
         1336.847     7.553662E-4
         1338.321     7.570118E-4
         1339.796     7.586555E-4
         1341.273     7.602221E-4
         1342.752     7.617743E-4
         1344.232     7.633239E-4
         1345.713     7.648698E-4
         1347.197     7.664136E-4
         1348.682     7.679550E-4
         1350.169     7.694857E-4
         1351.657     7.709547E-4
         1353.146     7.724194E-4
         1354.638     7.738004E-4
         1356.131     7.750690E-4
         1357.627     7.763347E-4
         1359.123     7.775954E-4
         1360.621     7.788373E-4
         1362.121     7.800536E-4
         1363.622     7.812650E-4
         1365.126     7.824736E-4
          1366.63     7.836767E-4
         1368.137     7.848762E-4
         1369.645     7.860715E-4
         1371.155     7.872613E-4
         1372.667     7.884480E-4
          1374.18     7.896295E-4
         1375.694     7.908061E-4
         1377.211     7.919788E-4
         1378.729     7.931470E-4
         1380.249     7.943143E-4
         1381.771     7.954958E-4
         1383.294     7.966731E-4
         1384.818     7.978451E-4
         1386.345     7.990132E-4
         1387.874     8.001776E-4
         1389.403     8.013360E-4
         1390.935     8.025275E-4
         1392.468     8.037383E-4
         1394.002     8.049443E-4
          1395.54     8.061472E-4
         1397.078     8.073454E-4
         1398.618     8.085386E-4
          1400.16     8.095549E-4
         1401.703     8.090662E-4
         1403.248     8.085733E-4
         1404.795     8.080755E-4
         1406.343     8.075737E-4
         1407.894     8.070674E-4
         1409.446     8.065567E-4
         1410.999     8.060675E-4
         1412.555     8.055879E-4
         1414.112     8.051040E-4
          1415.67     8.046162E-4
         1417.231     8.041240E-4
         1418.793     8.036275E-4
         1420.357     8.031228E-4
         1421.923     8.026009E-4
         1423.491     8.020747E-4
         1425.059     8.015446E-4
          1426.63     8.010098E-4
         1428.203     8.004708E-4
         1429.777     7.999277E-4
         1431.354     7.993287E-4
         1432.932     7.987169E-4
          1434.51     7.981010E-4
         1436.092     7.974803E-4
         1437.676     7.968550E-4
          1439.26     7.962261E-4
         1440.847     7.955286E-4
         1442.435     7.947710E-4
         1444.024     7.940092E-4
         1445.617     7.932421E-4
          1447.21     7.924711E-4
         1448.805     7.916951E-4
         1450.402     7.908702E-4
         1452.001     7.899089E-4
         1453.602     7.889419E-4
         1455.205     7.879702E-4
         1456.808     7.869944E-4
         1458.414     7.860130E-4
         1460.022     7.850238E-4
         1461.631     7.838134E-4
         1463.243     7.825978E-4
         1464.856     7.813770E-4
          1466.47     7.801517E-4
         1468.086     7.789204E-4
         1469.706     7.776833E-4
         1471.325     7.762138E-4
         1472.947     7.746873E-4
         1474.571     7.731552E-4
         1476.196     7.716182E-4
         1477.824     7.700741E-4
         1479.453     7.685256E-4
         1481.083     7.667568E-4
         1482.716     7.648727E-4
          1484.35     7.629829E-4
         1485.987     7.610871E-4
