#  Table wf2f953nsys.tab  Mon 12:21:54 02-Jun-97

#      WAVELENGTH      THROUGHPUT
#       angstroms                

            9456     0.
            9457.     8.630602E-5
            9458.     6.977301E-5
            9459.     4.125185E-5
            9460.     6.939549E-5
            9461.     7.516144E-5
            9462.     6.493782E-5
            9463.     5.759361E-5
            9464.     9.119246E-5
            9465.     1.106034E-4
            9466.     7.768647E-5
         9467.001     8.231964E-5
            9468.     9.081238E-5
         9469.001     8.267898E-5
            9470.     8.247546E-5
         9470.999     9.937689E-5
            9472.     9.617717E-5
         9472.999     9.023626E-5
            9474.     1.309928E-4
            9475.     1.050004E-4
            9476.     1.218487E-4
            9477.     1.044807E-4
            9478.     1.117123E-4
         9478.999     1.105551E-4
            9480.     1.309260E-4
            9481.     1.371233E-4
            9482.     1.275157E-4
            9483.     1.419893E-4
            9484.     1.702121E-4
            9485.     1.817505E-4
         9486.001     1.857776E-4
            9487.     2.217586E-4
            9488.     2.565925E-4
            9489.     2.743264E-4
            9490.     3.232319E-4
            9491.     3.421040E-4
            9492.     4.114950E-4
            9493.     5.150136E-4
            9494.     5.717319E-4
            9495.     6.553664E-4
            9496.     8.423724E-4
            9497.     9.935969E-4
         9497.999       0.0011593
            9499.     0.001372986
            9500.     0.001635853
            9501.     0.002055729
            9502.     0.002437883
            9503.     0.002833359
            9504.     0.003284572
         9505.001     0.004050171
         9505.999     0.004978835
            9507.     0.005665441
            9508.     0.006442646
            9509.     0.007513043
            9510.     0.008803693
            9511.     0.009871569
            9512.      0.01088209
         9513.001      0.01195353
            9514.      0.01336401
            9515.      0.01439896
            9516.       0.0151146
         9516.999      0.01588736
            9518.      0.01686501
            9519.      0.01751563
            9520.      0.01793338
            9521.      0.01827721
            9522.      0.01863057
            9523.      0.01890193
            9524.      0.01904067
         9524.999       0.0190919
            9526.      0.01911546
            9527.      0.01908383
            9528.      0.01907544
            9529.      0.01903539
            9530.      0.01899116
            9531.      0.01895119
         9532.001       0.0189175
            9533.      0.01885462
            9534.      0.01882734
            9535.      0.01880424
            9536.      0.01874777
            9537.       0.0187372
         9538.001      0.01872237
            9539.      0.01868268
            9540.      0.01865128
            9541.      0.01861577
         9541.999      0.01858237
            9543.      0.01854893
         9543.999      0.01850735
            9545.      0.01846574
            9546.      0.01840985
            9547.      0.01838069
            9548.      0.01830857
            9549.       0.0182611
            9550.      0.01818719
            9551.       0.0181562
            9552.      0.01808862
            9553.      0.01802929
            9554.      0.01796602
            9555.      0.01789477
            9556.      0.01786407
         9557.001      0.01780714
            9558.      0.01778659
         9559.001      0.01776399
            9560.      0.01775944
            9561.      0.01773479
            9562.      0.01774814
         9562.999      0.01774539
            9564.       0.0177306
            9565.      0.01773168
            9566.      0.01769095
            9567.      0.01763637
            9568.      0.01755613
         9568.999      0.01736351
            9570.      0.01708222
            9571.      0.01672111
            9572.      0.01633749
            9573.      0.01585877
            9574.      0.01510298
            9575.      0.01418117
         9576.001      0.01343752
            9577.      0.01265289
            9578.      0.01168878
            9579.       0.0103562
            9580.     0.009317381
            9581.     0.008421572
            9582.     0.007441577
            9583.     0.006186493
         9584.001     0.005289931
            9585.     0.004638382
            9586.     0.003963348
            9587.     0.003207996
         9587.999     0.002597577
            9589.      0.00219847
            9590.     0.001901377
            9591.     0.001529185
            9592.     0.001177654
            9593.     9.808638E-4
            9594.     8.617633E-4
         9595.001     7.201852E-4
         9595.999     5.715766E-4
            9597.     4.666389E-4
            9598.     4.127038E-4
            9599.     3.692966E-4
            9600.     2.952346E-4
            9601.     2.324851E-4
            9602.     2.244141E-4
         9603.001     2.094192E-4
            9604.     1.716800E-4
            9605.     1.582951E-4
            9606.     1.291920E-4
            9607.     1.268543E-4
            9608.     1.207448E-4
            9609.     1.196488E-4
            9610.     1.080148E-4
            9611.     9.387718E-5
            9612.     7.669725E-5
            9613.     8.144929E-5
            9614.     7.806277E-5
         9614.999     7.478231E-5
            9616.     8.738255E-5
            9617.     6.563681E-5
            9618.     6.422948E-5
            9619.     4.874203E-5
            9620.     4.497377E-5
            9621.     5.331600E-5
         9622.001     5.916216E-5
            9623.     5.117952E-5
            9624.     4.618931E-5
            9625.     4.849945E-5
            9626.     5.834053E-5
            9627.     4.868628E-5
         9628.001     4.558950E-5
            9629.     4.013930E-5
         9630.001     5.354310E-5
            9631.     5.398103E-5
         9631.999     5.031845E-5
            9633.     4.543826E-5
         9633.999     5.170397E-5
            9635.     4.054138E-5
            9636.     4.734561E-5
            9637.     4.606356E-5
            9638.     3.955001E-5
            9639.     1.532846E-5
         9639.999     4.218222E-5
            9641.     4.492806E-5
            9642.     3.455513E-5
            9643.     5.084195E-5
            9644.     3.432547E-5
            9645.     3.759388E-5
            9646.     4.928343E-5
         9647.001     3.008146E-5
            9648.     3.554225E-5
            9649.     3.378940E-5
            9650.     5.910036E-5
            9651.              0.
