#  Table crwfpc2comp$wfpc2_f673n_003.tab  Thu 11:00:16 20-Jul-95

# WAVELENGTH   THROUGHPUT        error
#  ANGSTROMS TRANSMISSION TRANSMISSION

      1850.0    1.0654E-6           0.
      1860.0    2.1138E-6           0.
      1870.0    6.9394E-6           0.
      1880.0    2.9640E-6           0.
      1890.0    1.2202E-6           0.
      1900.0    8.4595E-7           0.
      1910.0    7.9571E-7           0.
      1920.0    6.4464E-7           0.
      1930.0    7.7737E-7           0.
      1940.0    1.0877E-6           0.
      1950.0    5.4213E-7           0.
      1960.0    7.1503E-7           0.
      1970.0    4.6920E-7           0.
      1980.0    5.2199E-7           0.
      1990.0    7.0136E-7           0.
      2000.0    6.6457E-7           0.
      2010.0    5.9821E-7           0.
      2020.0    5.2432E-7           0.
      2030.0    4.9125E-7           0.
      2040.0    4.5722E-7           0.
      2050.0    5.3842E-7           0.
      2060.0    4.5732E-7           0.
      2070.0    4.5732E-7           0.
      2080.0    4.6390E-7           0.
      2090.0    4.5754E-7           0.
      2100.0    4.5743E-7           0.
      2110.0    4.5743E-7           0.
      2120.0    4.5743E-7           0.
      2130.0    4.8287E-7           0.
      2140.0    4.5764E-7           0.
      2150.0    4.5754E-7           0.
      2160.0    4.5775E-7           0.
      2170.0    4.5743E-7           0.
      2180.0    4.5775E-7           0.
      2190.0    4.5796E-7           0.
      2200.0    4.5785E-7           0.
      2210.0    4.5775E-7           0.
      2220.0    4.5828E-7           0.
      2230.0    4.5828E-7           0.
      2240.0    4.5796E-7           0.
      2250.0    4.5807E-7           0.
      2260.0    4.5817E-7           0.
      2270.0    4.5807E-7           0.
      2280.0    4.5785E-7           0.
      2290.0    4.5817E-7           0.
      2300.0    4.5785E-7           0.
      2310.0    4.5807E-7           0.
      2320.0    4.5796E-7           0.
      2330.0    4.5785E-7           0.
      2340.0    4.5754E-7           0.
      2350.0    4.5796E-7           0.
      2360.0    4.5796E-7           0.
      2370.0    4.5764E-7           0.
      2380.0    4.5775E-7           0.
      2390.0    4.5775E-7           0.
      2400.0    4.5754E-7           0.
      2410.0    4.5711E-7           0.
      2420.0    4.5722E-7           0.
      2430.0    4.5669E-7           0.
      2440.0    4.5701E-7           0.
      2450.0    4.5711E-7           0.
      2460.0    4.5711E-7           0.
      2470.0    4.5679E-7           0.
      2480.0    4.5701E-7           0.
      2490.0    4.5690E-7           0.
      2500.0    4.5679E-7           0.
      2510.0    4.5701E-7           0.
      2520.0    4.5722E-7           0.
      2530.0    4.5722E-7           0.
      2540.0    4.5701E-7           0.
      2550.0    4.5732E-7           0.
      2560.0    4.5701E-7           0.
      2570.0    4.5722E-7           0.
      2580.0    4.5743E-7           0.
      2590.0    4.5754E-7           0.
      2600.0    4.5764E-7           0.
      2610.0    4.5796E-7           0.
      2620.0    4.5796E-7           0.
      2630.0    4.5764E-7           0.
      2640.0    4.5796E-7           0.
      2650.0    4.5807E-7           0.
      2660.0    4.5807E-7           0.
      2670.0    4.5796E-7           0.
      2680.0    4.5838E-7           0.
