#  Table crwfpc2comp$wfpc2_f702w_004.tab  Thu 08:19:10 15-May-97

# WAVELENGTH   THROUGHPUT        error
#  ANGSTROMS TRANSMISSION TRANSMISSION

      1850.0    5.5081E-6           0.
      1860.0    4.7368E-5           0.
      1870.0    1.7840E-5           0.
      1880.0    4.5710E-5           0.
      1890.0    3.4425E-5           0.
      1900.0    3.2285E-5           0.
      1910.0    9.5080E-6           0.
      1920.0    3.1029E-7           0.
      1930.0    1.0912E-5           0.
      1940.0    3.7486E-6           0.
      1950.0    3.1029E-7           0.
      1960.0    1.1491E-6           0.
      1970.0    8.4413E-7           0.
      1980.0    6.1656E-6           0.
      1990.0    7.0213E-6           0.
      2000.0    3.1029E-7           0.
      2010.0    3.1029E-7           0.
      2020.0    5.0656E-7           0.
      2030.0    1.1648E-6           0.
      2040.0    6.9723E-6           0.
      2050.0    3.1029E-7           0.
      2060.0    6.2647E-7           0.
      2070.0    4.9184E-7           0.
      2080.0    3.1029E-7           0.
      2090.0    1.6594E-6           0.
      2100.0    4.8457E-6           0.
      2110.0    3.2413E-6           0.
      2120.0    6.2147E-7           0.
      2130.0    3.1029E-7           0.
      2140.0    6.6249E-7           0.
      2150.0    2.4042E-6           0.
      2160.0    1.1776E-6           0.
      2170.0    3.1029E-7           0.
      2180.0    1.5731E-6           0.
      2190.0    3.9547E-7           0.
      2200.0    4.0391E-7           0.
      2210.0    3.1029E-7           0.
      2220.0    9.7592E-7           0.
      2230.0    1.9185E-6           0.
      2240.0    4.1549E-7           0.
      2250.0    6.9153E-7           0.
      2260.0    8.6856E-7           0.
      2270.0    1.8684E-6           0.
      2280.0    1.3856E-6           0.
      2290.0    1.4249E-6           0.
      2300.0    4.8614E-7           0.
      2310.0    3.1029E-7           0.
      2320.0    3.7663E-7           0.
      2330.0    4.5906E-7           0.
      2340.0    3.1883E-7           0.
      2350.0    3.5857E-7           0.
      2360.0    4.2462E-7           0.
      2370.0    3.1029E-7           0.
      2380.0    4.5867E-7           0.
      2390.0    8.8368E-7           0.
      2400.0    1.9842E-6           0.
      2410.0    1.9881E-6           0.
      2420.0    8.2872E-7           0.
      2430.0    3.7369E-7           0.
      2440.0    1.0147E-6           0.
      2450.0    4.4218E-7           0.
      2460.0    6.8359E-7           0.
      2470.0    4.9095E-7           0.
      2480.0    6.0979E-7           0.
      2490.0    3.1765E-7           0.
      2500.0    3.2276E-7           0.
      2510.0    3.1893E-7           0.
      2520.0    7.1518E-7           0.
      2530.0    3.6721E-7           0.
      2540.0    5.2255E-7           0.
