#  Table crwfpc2comp$wfpc2_f255w_004.tab  Thu 08:19:09 15-May-97

# WAVELENGTH   THROUGHPUT        error
#  ANGSTROMS TRANSMISSION TRANSMISSION

      1210.0   4.7875E-20           0.
      1228.0   4.7875E-20           0.
      1260.0   4.7875E-20           0.
      1290.0   4.7875E-20           0.
      1320.0   4.7875E-20           0.
      1350.0   4.7875E-20           0.
      1380.0   4.7875E-20           0.
      1410.0   4.7875E-20           0.
      1440.0   4.7875E-20           0.
      1470.0   4.7875E-20           0.
      1500.0   4.7875E-20           0.
      1531.0   4.7875E-20           0.
      1890.0    1.3318E-7           0.
      1910.0    5.7450E-5           0.
      1930.0    4.8572E-4           0.
      1950.0    6.2586E-4           0.
      1970.0    7.3815E-4           0.
      1990.0    8.4086E-4           0.
      2010.0    0.0010385           0.
      2030.0    0.0011925           0.
      2050.0    0.0015459           0.
      2070.0    0.0019281           0.
      2090.0     0.002379           0.
      2110.0    0.0030057           0.
      2130.0    0.0037517           0.
      2150.0    0.0046866           0.
      2170.0    0.0059696           0.
      2190.0    0.0076139           0.
      2210.0    0.0098136           0.
      2230.0     0.012858           0.
      2250.0     0.016969           0.
      2270.0     0.022628           0.
      2290.0     0.030325           0.
      2310.0     0.041026           0.
      2330.0     0.054819           0.
      2350.0     0.071981           0.
      2370.0     0.091288           0.
      2390.0      0.11052           0.
      2410.0      0.12674           0.
      2430.0      0.13835           0.
      2450.0      0.14504           0.
      2470.0      0.14777           0.
      2490.0      0.14808           0.
      2510.0      0.14677           0.
      2530.0       0.1448           0.
      2550.0      0.14217           0.
      2570.0      0.13912           0.
      2590.0      0.13557           0.
      2610.0      0.13127           0.
      2630.0      0.12644           0.
      2650.0      0.12085           0.
      2670.0      0.11487           0.
      2690.0      0.10801           0.
      2710.0       0.1009           0.
      2730.0     0.093439           0.
      2750.0     0.085665           0.
      2770.0     0.077594           0.
      2790.0     0.069278           0.
      2810.0     0.061001           0.
      2830.0     0.052738           0.
      2850.0     0.044876           0.
      2870.0     0.037545           0.
      2890.0     0.030842           0.
      2910.0     0.025052           0.
      2930.0     0.020125           0.
      2950.0     0.016098           0.
      2970.0     0.012808           0.
      2990.0     0.010196           0.
      3000.0    0.0074825           0.
      3010.0    0.0067365           0.
      3020.0    0.0059705           0.
