#  Table crwfpc2comp$wfpc2_f487n_003.tab  Thu 11:00:12 20-Jul-95

# WAVELENGTH   THROUGHPUT        error
#  ANGSTROMS TRANSMISSION TRANSMISSION

      1850.0    8.7249E-6           0.
      1860.0    8.6513E-6           0.
      1870.0    6.1615E-6           0.
      1880.0    3.6131E-6           0.
      1890.0    1.9365E-6           0.
      1900.0    7.4414E-7           0.
      1910.0    6.3702E-7           0.
      1920.0    1.4223E-6           0.
      1930.0    2.5503E-6           0.
      1940.0    2.1591E-6           0.
      1950.0    1.3851E-6           0.
      1960.0    1.2705E-6           0.
      1970.0    1.2966E-6           0.
      1980.0    1.2901E-6           0.
      1990.0    1.6077E-6           0.
      2000.0    2.2029E-6           0.
      2010.0    1.7511E-6           0.
      2020.0    1.0917E-6           0.
      2030.0    1.0572E-6           0.
      2040.0    1.2388E-6           0.
      2050.0    1.2947E-6           0.
      2060.0    1.2947E-6           0.
      2070.0    1.1503E-6           0.
      2080.0    1.1448E-6           0.
      2090.0    1.1876E-6           0.
      2100.0    1.0432E-6           0.
      2110.0    8.6727E-7           0.
      2120.0    8.0598E-7           0.
      2130.0    8.9652E-7           0.
      2140.0    1.0088E-6           0.
      2150.0    1.0274E-6           0.
      2160.0    9.1925E-7           0.
      2170.0    8.2992E-7           0.
      2180.0    8.3821E-7           0.
      2190.0    8.7910E-7           0.
      2200.0    9.0127E-7           0.
      2210.0    8.7566E-7           0.
      2220.0    8.9466E-7           0.
      2230.0    8.6271E-7           0.
      2240.0    8.5554E-7           0.
      2250.0    8.9736E-7           0.
      2260.0    8.6550E-7           0.
      2270.0    7.6956E-7           0.
      2280.0    7.5466E-7           0.
      2290.0    7.5270E-7           0.
      2300.0    6.7605E-7           0.
      2310.0    6.1820E-7           0.
      2320.0    6.8089E-7           0.
      2330.0    7.7310E-7           0.
      2340.0    8.4054E-7           0.
      2350.0    8.0524E-7           0.
      2360.0    7.2299E-7           0.
      2370.0    6.9859E-7           0.
      2380.0    7.7562E-7           0.
