#  Table crwfpc2comp$wfpc2_f631n_003.tab  Thu 11:00:15 20-Jul-95

# WAVELENGTH   THROUGHPUT        error
#  ANGSTROMS TRANSMISSION TRANSMISSION

      6180.0    1.4344E-7           0.
      6182.0    1.4344E-7           0.
      6184.0    1.4344E-7           0.
      6186.0    1.4344E-7           0.
      6188.0    1.4344E-7           0.
      6190.0    1.4344E-7           0.
      6192.0    1.4344E-7           0.
      6194.0    1.4344E-7           0.
      6196.0    1.4344E-7           0.
      6198.0    1.4344E-7           0.
      6200.0    1.4344E-7           0.
      6202.0    1.4344E-7           0.
      6204.0    1.4344E-7           0.
      6206.0    1.4344E-7           0.
      6208.0    1.4344E-7           0.
      6210.0    1.4344E-7           0.
      6212.0    1.4344E-7           0.
      6214.0    1.4344E-7           0.
      6216.0    1.4344E-7           0.
      6218.0    1.4344E-7           0.
      6220.0    1.4344E-7           0.
      6222.0    1.4344E-7           0.
      6224.0    1.4344E-7           0.
      6226.0    1.4344E-7           0.
      6228.0    1.4344E-7           0.
      6230.0    1.4344E-7           0.
      6232.0    1.4344E-7           0.
      6234.0    1.4344E-7           0.
      6236.0    1.4344E-7           0.
      6238.0    1.4344E-7           0.
      6240.0    1.4344E-7           0.
      6242.0    1.4344E-7           0.
      6244.0    1.4344E-7           0.
      6246.0    1.4344E-7           0.
      6248.0    1.4344E-7           0.
      6250.0    1.4344E-7           0.
      6252.0    9.5723E-5           0.
      6254.0    9.5723E-5           0.
      6256.0    9.5723E-5           0.
      6258.0    2.8702E-4           0.
      6260.0    3.8260E-4           0.
      6262.0    6.6946E-4           0.
      6264.0    0.0010519           0.
      6266.0    0.0016258           0.
      6268.0    0.0027733           0.
      6270.0    0.0045902           0.
      6272.0    0.0081284           0.
      6274.0     0.014727           0.
      6276.0     0.026489           0.
      6278.0     0.048483           0.
      6280.0     0.087212           0.
      6282.0      0.15654           0.
      6284.0      0.27914           0.
      6286.0      0.45786           0.
      6288.0      0.65763           0.
      6290.0      0.78692           0.
      6292.0      0.82852           0.
      6294.0      0.83292           0.
      6296.0      0.83731           0.
      6298.0      0.84171           0.
      6300.0      0.85118           0.
      6302.0      0.85711           0.
      6304.0      0.85606           0.
      6306.0      0.85682           0.
      6308.0      0.85462           0.
      6310.0      0.84994           0.
      6312.0      0.84277           0.
      6314.0      0.83014           0.
      6316.0       0.8157           0.
      6318.0      0.80241           0.
      6320.0      0.79342           0.
      6322.0      0.78329           0.
      6324.0      0.73365           0.
      6326.0      0.60676           0.
      6328.0       0.4069           0.
      6330.0      0.21918           0.
      6332.0      0.10777           0.
      6334.0     0.052308           0.
      6336.0     0.026871           0.
      6338.0     0.014535           0.
      6340.0     0.008224           0.
      6342.0    0.0048771           0.
      6344.0    0.0029646           0.
      6346.0    0.0019127           0.
      6348.0    0.0011476           0.
      6350.0    6.6946E-4           0.
      6352.0    4.7817E-4           0.
      6354.0    3.8260E-4           0.
      6356.0    1.9129E-4           0.
      6358.0    9.5723E-5           0.
      6360.0    9.5723E-5           0.
      6362.0    1.4344E-7           0.
      6364.0    1.4344E-7           0.
      6366.0    1.4344E-7           0.
      6368.0    1.4344E-7           0.
      6370.0    1.4344E-7           0.
      6372.0    1.4344E-7           0.
      6374.0    1.4344E-7           0.
      6376.0    1.4344E-7           0.
      6378.0    1.4344E-7           0.
      6380.0    1.4344E-7           0.
      6382.0    1.4344E-7           0.
      6384.0    1.4344E-7           0.
      6386.0    1.4344E-7           0.
      6388.0    1.4344E-7           0.
      6390.0    1.4344E-7           0.
      6392.0    1.4344E-7           0.
      6394.0    1.4344E-7           0.
      6396.0    1.4344E-7           0.
      6398.0    1.4344E-7           0.
      6400.0    1.4344E-7           0.
      6402.0    1.4344E-7           0.
      6404.0    1.4344E-7           0.
      6406.0    1.4344E-7           0.
      6408.0    1.4344E-7           0.
      6410.0    1.4344E-7           0.
      6412.0    1.4344E-7           0.
      6414.0    1.4344E-7           0.
      6416.0    1.4344E-7           0.
      6418.0    1.4344E-7           0.
      6420.0    1.4344E-7           0.
