#  Table crwfpc2comp$wfpc2_f300w_004.tab  Thu 08:19:09 15-May-97

# WAVELENGTH   THROUGHPUT        error
#  ANGSTROMS TRANSMISSION TRANSMISSION

      2220.0    1.0602E-9           0.
      2230.0    9.6475E-7           0.
      2240.0    6.3610E-6           0.
      2250.0    1.3782E-5           0.
      2260.0    4.5587E-5           0.
      2270.0    1.1450E-4           0.
      2280.0    2.9791E-4           0.
      2290.0    6.2126E-4           0.
      2300.0    0.0013125           0.
      2310.0     0.002379           0.
      2320.0    0.0043266           0.
      2330.0    0.0068763           0.
      2340.0     0.011008           0.
      2350.0     0.015544           0.
      2360.0     0.022587           0.
      2370.0     0.031249           0.
      2380.0      0.04209           0.
      2390.0     0.054511           0.
      2400.0     0.069465           0.
      2410.0     0.085537           0.
      2420.0      0.10369           0.
      2430.0      0.12277           0.
      2440.0      0.14383           0.
      2450.0      0.16483           0.
      2460.0      0.18714           0.
      2470.0      0.20833           0.
      2480.0      0.23144           0.
      2490.0      0.25263           0.
      2500.0      0.27527           0.
      2510.0      0.29519           0.
      2520.0      0.31676           0.
      2530.0      0.33485           0.
      2540.0       0.3543           0.
      2550.0      0.37018           0.
      2560.0      0.38757           0.
      2570.0      0.40102           0.
      2580.0      0.41548           0.
      2590.0      0.42649           0.
      2600.0       0.4376           0.
      2610.0      0.44685           0.
      2620.0      0.45597           0.
      2630.0       0.4639           0.
      2640.0      0.47107           0.
      2650.0      0.47678           0.
      2660.0      0.48115           0.
      2670.0      0.48475           0.
      2680.0      0.48819           0.
      2690.0      0.49162           0.
      2700.0      0.49694           0.
      2710.0      0.50099           0.
      2720.0      0.50456           0.
      2730.0      0.50625           0.
      2740.0      0.50729           0.
      2750.0      0.50774           0.
      2760.0       0.5081           0.
      2770.0      0.50774           0.
      2780.0      0.50714           0.
      2790.0      0.50581           0.
      2800.0      0.50481           0.
      2810.0      0.50332           0.
      2820.0      0.50152           0.
      2830.0      0.49966           0.
      2840.0      0.49809           0.
      2850.0      0.49705           0.
      2860.0       0.4951           0.
      2870.0      0.49402           0.
      2880.0      0.49207           0.
      2890.0      0.49056           0.
      2900.0      0.48797           0.
      2910.0      0.48515           0.
      2920.0      0.48329           0.
      2930.0      0.48066           0.
      2940.0      0.47777           0.
      2950.0      0.47546           0.
      2960.0      0.47283           0.
      2970.0      0.47042           0.
      2980.0      0.46707           0.
      2990.0      0.46452           0.
      3000.0      0.46136           0.
      3010.0      0.45824           0.
      3020.0      0.45521           0.
      3030.0      0.45237           0.
      3040.0      0.44893           0.
