#  Table crwfpc2comp$wfpc2_f953n_003.tab  Thu 11:00:19 20-Jul-95

# WAVELENGTH   THROUGHPUT        error
#  ANGSTROMS TRANSMISSION TRANSMISSION

      9457.0     0.003813           0.
      9458.0    0.0030883           0.
      9459.0    0.0018293           0.
      9460.0     0.003083           0.
      9461.0    0.0033454           0.
      9462.0    0.0028958           0.
      9463.0    0.0025731           0.
      9464.0    0.0040818           0.
      9465.0    0.0049599           0.
      9466.0    0.0034904           0.
      9467.0    0.0037051           0.
      9468.0    0.0040955           0.
      9469.0    0.0037358           0.
      9470.0    0.0037337           0.
      9471.0    0.0045082           0.
      9472.0    0.0043706           0.
      9473.0    0.0041082           0.
      9474.0    0.0059756           0.
      9475.0    0.0047991           0.
      9476.0    0.0055799           0.
      9477.0    0.0047938           0.
      9478.0    0.0051355           0.
      9479.0    0.0050922           0.
      9480.0    0.0060423           0.
      9481.0    0.0063406           0.
      9482.0    0.0059079           0.
      9483.0    0.0065914           0.
      9484.0     0.007917           0.
      9485.0    0.0084704           0.
      9486.0    0.0086735           0.
      9487.0     0.010376           0.
      9488.0     0.012029           0.
      9489.0     0.012886           0.
      9490.0     0.015214           0.
      9491.0     0.016135           0.
      9492.0     0.019446           0.
      9493.0     0.024387           0.
      9494.0     0.027127           0.
      9495.0     0.031158           0.
      9496.0      0.04013           0.
      9497.0      0.04743           0.
      9498.0     0.055461           0.
      9499.0     0.065808           0.
      9500.0     0.078567           0.
      9501.0     0.098881           0.
      9502.0      0.11744           0.
      9503.0      0.13669           0.
      9504.0       0.1587           0.
      9505.0      0.19594           0.
      9506.0      0.24133           0.
      9507.0      0.27498           0.
      9508.0      0.31317           0.
      9509.0      0.36575           0.
      9510.0      0.42923           0.
      9511.0      0.48203           0.
      9512.0      0.53218           0.
      9513.0      0.58539           0.
      9514.0      0.65554           0.
      9515.0      0.70738           0.
      9516.0      0.74367           0.
      9517.0      0.78292           0.
      9518.0      0.83233           0.
      9519.0      0.86576           0.
      9520.0      0.88777           0.
      9521.0      0.90618           0.
      9522.0      0.92512           0.
      9523.0      0.94004           0.
      9524.0      0.94839           0.
      9525.0      0.95241           0.
      9526.0      0.95506           0.
      9527.0      0.95495           0.
      9528.0      0.95601           0.
      9529.0      0.95548           0.
      9530.0      0.95474           0.
      9531.0      0.95421           0.
      9532.0        0.954           0.
      9533.0      0.95231           0.
      9534.0      0.95241           0.
      9535.0      0.95273           0.
      9536.0      0.95136           0.
      9537.0      0.95231           0.
      9538.0      0.95305           0.
      9539.0      0.95252           0.
      9540.0      0.95241           0.
      9541.0       0.9521           0.
      9542.0      0.95189           0.
      9543.0      0.95167           0.
      9544.0      0.95104           0.
      9545.0       0.9504           0.
      9546.0      0.94903           0.
      9547.0      0.94903           0.
      9548.0      0.94681           0.
      9549.0      0.94585           0.
      9550.0      0.94353           0.
      9551.0      0.94342           0.
      9552.0      0.94141           0.
      9553.0      0.93982           0.
      9554.0      0.93803           0.
      9555.0       0.9358           0.
      9556.0       0.9357           0.
      9557.0      0.93422           0.
      9558.0      0.93464           0.
      9559.0      0.93496           0.
      9560.0      0.93623           0.
      9561.0      0.93644           0.
      9562.0      0.93866           0.
      9563.0      0.94004           0.
      9564.0      0.94078           0.
      9565.0      0.94236           0.
      9566.0      0.94173           0.
      9567.0      0.94035           0.
      9568.0       0.9376           0.
      9569.0      0.92882           0.
      9570.0      0.91528           0.
      9571.0       0.8974           0.
      9572.0      0.87825           0.
      9573.0      0.85391           0.
      9574.0      0.81456           0.
      9575.0       0.7661           0.
      9576.0      0.72717           0.
      9577.0       0.6858           0.
      9578.0      0.63459           0.
      9579.0      0.56318           0.
      9580.0      0.50752           0.
      9581.0      0.45949           0.
      9582.0       0.4067           0.
      9583.0      0.33867           0.
      9584.0       0.2901           0.
      9585.0      0.25477           0.
      9586.0      0.21805           0.
      9587.0      0.17679           0.
      9588.0      0.14336           0.
      9589.0      0.12156           0.
      9590.0      0.10531           0.
      9591.0     0.084841           0.
      9592.0     0.065448           0.
      9593.0     0.054604           0.
      9594.0     0.048054           0.
      9595.0     0.040236           0.
      9596.0     0.031973           0.
      9597.0     0.026154           0.
      9598.0      0.02317           0.
      9599.0     0.020769           0.
      9600.0     0.016632           0.
      9601.0     0.013119           0.
      9602.0     0.012685           0.
      9603.0      0.01186           0.
      9604.0    0.0097379           0.
      9605.0    0.0089941           0.
      9606.0    0.0073531           0.
      9607.0    0.0072325           0.
      9608.0    0.0068961           0.
      9609.0    0.0068453           0.
      9610.0    0.0061904           0.
      9611.0    0.0053895           0.
      9612.0    0.0044108           0.
      9613.0    0.0046922           0.
      9614.0     0.004505           0.
      9615.0     0.004323           0.
      9616.0    0.0050604           0.
      9617.0    0.0038078           0.
      9618.0    0.0037326           0.
      9619.0    0.0028376           0.
      9620.0    0.0026228           0.
      9621.0    0.0031148           0.
      9622.0    0.0034628           0.
      9623.0    0.0030005           0.
      9624.0    0.0027127           0.
      9625.0    0.0028534           0.
      9626.0    0.0034385           0.
      9627.0    0.0028746           0.
      9628.0    0.0026968           0.
      9629.0    0.0023784           0.
      9630.0    0.0031782           0.
      9631.0      0.00321           0.
      9632.0    0.0029973           0.
      9633.0    0.0027117           0.
      9634.0    0.0030915           0.
      9635.0    0.0024281           0.
      9636.0    0.0028407           0.
      9637.0    0.0027688           0.
      9638.0    0.0023816           0.
      9639.0    9.2469E-4           0.
      9640.0    0.0025508           0.
      9641.0    0.0027201           0.
      9642.0    0.0020959           0.
      9643.0    0.0030894           0.
      9644.0    0.0020896           0.
      9645.0    0.0022927           0.
      9646.0    0.0030111           0.
      9647.0    0.0018409           0.
      9648.0    0.0021795           0.
      9649.0    0.0020758           0.
      9650.0    0.0036374           0.
