#  Table wf3f439wsys.tab  Mon 12:22:16 02-Jun-97

#      WAVELENGTH      THROUGHPUT
#       angstroms                

            1850.     1.426508E-8
         1851.651     1.560628E-8
         1853.301     1.695911E-8
         1854.956     1.832757E-8
         1856.611     1.970728E-8
         1858.267     2.110025E-8
         1859.925     2.250735E-8
         1861.584     9.752391E-8
         1863.246     1.768304E-7
         1864.909     2.569362E-7
         1866.572     3.377863E-7
         1868.237     4.194433E-7
         1869.904     5.019543E-7
         1871.573     4.292951E-7
         1873.242     3.463724E-7
         1874.913     2.626048E-7
         1876.585     1.779815E-7
          1878.26     9.243546E-8
         1879.937     6.027363E-9
         1881.613     8.151464E-9
         1883.292     1.381643E-8
         1884.973     1.953394E-8
         1886.654     2.529754E-8
         1888.338     3.111453E-8
         1890.023     3.946671E-8
         1891.709     2.286857E-7
         1893.396     4.195776E-7
         1895.086     6.122465E-7
         1896.775     8.063488E-7
         1898.469     1.002495E-6
         1900.163     1.162342E-6
         1901.857     9.672269E-7
         1903.555     7.701038E-7
         1905.254     5.712042E-7
         1906.953     3.706660E-7
         1908.655     1.682239E-7
         1910.357     1.140551E-8
         1912.061     3.216654E-8
         1913.768     5.312279E-8
         1915.476     7.426461E-8
         1917.184     9.557891E-8
         1918.894     1.170799E-7
         1920.606     1.250495E-7
          1922.32     1.079100E-7
         1924.035     9.061538E-8
         1925.752     7.317372E-8
          1927.47     5.556587E-8
         1929.189     3.781008E-8
          1930.91     4.917233E-8
         1932.634     8.685973E-8
         1934.358     1.248794E-7
         1936.084     1.632082E-7
         1937.811     2.018767E-7
          1939.54     2.409056E-7
          1941.27     2.415550E-7
         1943.003     2.281125E-7
         1944.737     2.145435E-7
          1946.47     2.008647E-7
         1948.207     1.870422E-7
         1949.947     1.730839E-7
         1951.685     1.558427E-7
         1953.427     1.383206E-7
         1955.171     1.206391E-7
         1956.913     1.028192E-7
          1958.66     8.481660E-8
         1960.408     7.089197E-8
         1962.157     7.083844E-8
         1963.908     7.078236E-8
         1965.658     7.072384E-8
         1967.413     7.066272E-8
         1969.169     7.059908E-8
         1970.925     8.791746E-8
         1972.684     1.211072E-7
         1974.444     1.545672E-7
         1976.205     1.883191E-7
         1977.969     2.224042E-7
         1979.734     2.567432E-7
           1981.5     2.636150E-7
         1983.268     2.655885E-7
         1985.037     2.675709E-7
         1986.809     2.695643E-7
         1988.581     2.715665E-7
         1990.355     2.647437E-7
         1992.131     2.224282E-7
         1993.908     1.797352E-7
         1995.688     1.366101E-7
         1997.467     9.318494E-8
          1999.25     4.932459E-8
         2001.034     5.435781E-8
         2002.818     9.534110E-8
         2004.606     1.368120E-7
         2006.396     1.786743E-7
         2008.184     2.208977E-7
         2009.976     2.635909E-7
         2011.769     2.596957E-7
         2013.565     2.551179E-7
         2015.362     2.504854E-7
         2017.158     2.458040E-7
         2018.958     2.410621E-7
          2020.76     2.210426E-7
         2022.563     1.798784E-7
         2024.368     1.382709E-7
         2026.173     9.627424E-8
         2027.982     5.382951E-8
         2029.791     1.098892E-8
         2031.602     1.080455E-7
         2033.414     2.244287E-7
         2035.228     3.419493E-7
         2037.044     4.606850E-7
         2038.861     5.804984E-7
         2040.681     6.250902E-7
         2042.502     5.415723E-7
         2044.324     4.572718E-7
         2046.147     3.721457E-7
         2047.974     2.861264E-7
           2049.8     1.993190E-7
          2051.63     1.742238E-7
         2053.461     1.565942E-7
         2055.291     1.388117E-7
         2057.125     1.208353E-7
         2058.961     1.026827E-7
         2060.798     8.805319E-8
         2062.637     7.810089E-8
         2064.477     6.805909E-8
         2066.318     5.792205E-8
         2068.164     4.767571E-8
         2070.007     3.736725E-8
         2071.855     3.122984E-8
         2073.704     2.503551E-8
         2075.553     1.878732E-8
         2077.405     1.248173E-8
         2079.259     6.112590E-9
         2081.113     5.242485E-9
         2082.971     8.081449E-9
         2084.829     1.094400E-8
         2086.688     1.383172E-8
          2088.55     1.674704E-8
         2090.414     1.937043E-8
         2092.279     2.089851E-8
         2094.145     2.243915E-8
         2096.014     2.399401E-8
         2097.885     2.556176E-8
         2099.756     2.714162E-8
          2101.63     4.176879E-8
         2103.503     5.846211E-8
         2105.381     7.531438E-8
          2107.26     9.231118E-8
         2109.139     1.094398E-7
         2111.022     1.196188E-7
         2112.906     1.238712E-7
         2114.789     1.281506E-7
         2116.677     1.324683E-7
         2118.564     1.368161E-7
         2120.455     1.374339E-7
         2122.348     1.261287E-7
         2124.241     1.147399E-7
         2126.135     1.032569E-7
         2128.033     9.167469E-8
         2129.932     7.999733E-8
         2131.832     6.655297E-8
         2133.734     5.294063E-8
         2135.637     3.922531E-8
         2137.544     2.538702E-8
          2139.45     1.146322E-8
         2141.359     6.982149E-9
          2143.27     6.346574E-9
         2145.182     5.706242E-9
         2147.096     5.060475E-9
         2149.011     4.409987E-9
         2150.929     6.176096E-9
         2152.848     1.054056E-8
         2154.768     1.493727E-8
         2156.692     1.937204E-8
         2158.615     2.383092E-8
         2160.541     2.845649E-8
         2162.469     3.344243E-8
         2164.397     3.845654E-8
          2166.33     4.351486E-8
         2168.263     4.860550E-8
         2170.196     5.227038E-8
         2172.133     4.302269E-8
          2174.07     3.372102E-8
         2176.011     2.435103E-8
         2177.953     1.491948E-8
         2179.895     5.433276E-9
          2181.84     5.419577E-9
         2183.787     5.950754E-9
         2185.735     6.484826E-9
         2187.686     7.022347E-9
         2189.637     7.562720E-9
          2191.59     1.123698E-8
         2193.546     1.565197E-8
         2195.503     2.009078E-8
         2197.462     2.455181E-8
         2199.423     2.904074E-8
         2201.385     2.691575E-8
         2203.348     2.195677E-8
         2205.315     1.690898E-8
         2207.283     1.177561E-8
         2209.252     6.559430E-9
         2211.222     5.554892E-9
         2213.196     7.188323E-9
          2215.17     8.845984E-9
         2217.147     1.053047E-8
         2219.125     1.224069E-8
         2221.104     1.227024E-8
         2223.086     1.093576E-8
         2225.071     9.578909E-9
         2227.055     8.202937E-9
         2229.042     6.803519E-9
         2231.031     6.368977E-9
         2233.021     6.850932E-9
         2235.015     7.340042E-9
         2237.008     7.835141E-9
         2239.003     8.336916E-9
         2241.002     9.216420E-9
         2242.999     1.047788E-8
         2245.002     1.175881E-8
         2247.005     1.305556E-8
         2249.009     1.436976E-8
         2251.016     1.667758E-8
         2253.024     1.997263E-8
         2255.033     2.331122E-8
         2257.046     2.669605E-8
         2259.061     3.012489E-8
         2261.075     2.900208E-8
         2263.092     2.382177E-8
         2265.112     1.856800E-8
         2267.134     1.324352E-8
         2269.156     7.851932E-9
         2271.181     5.600761E-9
         2273.207     5.633791E-9
         2275.234     5.666901E-9
         2277.266     5.700132E-9
         2279.296     5.733374E-9
          2281.33     1.535850E-8
         2283.366     3.020944E-8
         2285.402     4.522466E-8
         2287.441     6.044099E-8
         2289.483     7.583949E-8
         2291.525     8.544234E-8
          2293.57     9.312396E-8
         2295.615     1.008827E-7
         2297.663     1.087674E-7
         2299.715     1.167565E-7
         2301.765     1.313490E-7
          2303.82     1.471957E-7
         2305.876     1.632287E-7
         2307.932     1.794390E-7
         2309.992     1.958490E-7
         2312.051     1.610727E-7
         2314.116     1.256078E-7
          2316.18     8.975093E-8
         2318.246     5.346704E-8
         2320.315     2.186897E-8
         2322.385     1.876074E-8
         2324.457     1.561309E-8
         2326.531     1.242993E-8
         2328.606     9.208878E-9
         2330.685     7.048945E-9
         2332.764     7.121686E-9
         2334.845     7.194934E-9
         2336.927     7.268674E-9
         2339.012     7.342916E-9
         2341.101     7.364750E-9
         2343.188     7.338653E-9
         2345.279     7.311935E-9
         2347.372     7.284574E-9
         2349.467     7.256590E-9
         2351.562     1.153358E-8
         2353.661     1.733896E-8
         2355.759     2.319855E-8
         2357.862     2.912831E-8
         2359.966     3.512034E-8
         2362.071     2.957353E-8
         2364.179     2.377083E-8
         2366.288     1.790989E-8
         2368.398     1.198642E-8
         2370.512     7.520854E-9
         2372.628     7.803978E-9
         2374.744     8.089528E-9
         2376.863     8.377871E-9
         2378.983     8.668691E-9
         2381.105     8.673508E-9
          2383.23     8.410962E-9
         2385.357     8.145519E-9
         2387.485     7.877290E-9
         2389.615     7.606145E-9
         2391.747     1.832862E-8
         2393.881     3.158474E-8
         2396.017     4.497620E-8
         2398.154     5.848663E-8
         2400.293     6.845687E-8
         2402.435     5.528712E-8
          2404.58     4.198985E-8
         2406.724     2.857523E-8
         2408.872     1.502599E-8
         2411.022     9.151153E-9
         2413.171     1.186832E-8
         2415.326     1.461504E-8
         2417.479     1.738115E-8
         2419.637     2.017582E-8
         2421.796     1.995979E-8
         2423.957     1.912536E-8
          2426.12     1.828249E-8
         2428.284     1.743218E-8
         2430.451     1.674657E-8
         2432.619     1.671735E-8
         2434.789     1.668744E-8
         2436.962     1.665682E-8
         2439.136     1.662550E-8
         2441.312     2.282508E-8
          2443.49     3.319587E-8
          2445.67     4.366016E-8
         2447.853     5.421364E-8
         2450.036     6.448054E-8
         2452.222     5.309479E-8
         2454.409     4.161251E-8
           2456.6     3.002554E-8
         2458.792     1.834248E-8
         2460.985     1.279548E-8
          2463.18     1.487325E-8
         2465.379     1.696916E-8
         2467.579     1.908164E-8
         2469.778     2.120840E-8
         2471.983     3.112799E-8
          2474.19     4.200638E-8
         2476.396     5.295252E-8
         2478.606     6.399935E-8
         2480.817     7.168429E-8
         2483.029     7.352732E-8
         2485.247     7.538596E-8
         2487.462     7.725433E-8
         2489.682     7.913823E-8
         2491.904     7.027270E-8
         2494.125     5.954472E-8
         2496.353     4.871005E-8
         2498.579     3.780147E-8
         2500.808     2.909041E-8
          2503.04     2.434356E-8
         2505.272     1.956186E-8
         2507.509     1.473833E-8
         2509.745     9.880238E-9
         2511.985     9.352771E-9
         2514.225     9.385452E-9
         2516.468     9.418200E-9
         2518.714     9.451027E-9
         2520.962     1.095364E-8
          2523.21     1.443920E-8
         2525.462     1.795410E-8
         2527.715     2.149388E-8
         2529.971     2.506322E-8
         2532.229     2.185449E-8
         2534.486     1.853419E-8
         2536.748     1.518349E-8
          2539.01     1.178904E-8
         2541.277     1.023779E-8
         2543.545     1.012762E-8
         2545.813     1.001693E-8
         2548.084     9.905663E-9
         2550.358     1.005638E-8
         2552.635     1.161613E-8
         2554.911     1.318096E-8
         2557.191     1.475320E-8
         2559.471     1.632980E-8
         2561.755     1.652333E-8
         2564.042     1.629705E-8
         2566.329     1.606977E-8
         2568.619     1.584125E-8
         2570.908     2.601427E-8
         2573.205     5.213542E-8
           2575.5     7.832664E-8
         2577.797     1.046293E-7
         2580.097     1.288732E-7
         2582.399     1.038439E-7
         2584.704     7.869138E-8
          2587.01     5.343728E-8
         2589.318     2.808999E-8
         2591.629     2.068054E-8
          2593.94     2.082109E-8
         2596.254     2.096194E-8
         2598.573     2.110329E-8
         2600.889     3.481706E-8
          2603.21     7.048294E-8
         2605.532     1.062739E-7
         2607.856     1.422156E-7
         2610.185     1.731048E-7
         2612.512     1.431754E-7
         2614.843     1.130834E-7
         2617.177     8.286058E-8
          2619.51     5.254547E-8
         2621.849     8.155500E-8
         2624.188     1.264477E-7
         2626.528     1.715280E-7
         2628.873     2.168282E-7
         2631.217     2.169556E-7
         2633.566     1.749568E-7
         2635.916     1.327771E-7
         2638.267     9.043911E-8
          2640.62     5.621867E-8
         2642.977     4.509378E-8
         2645.334     3.392680E-8
         2647.695     2.270519E-8
         2650.057     1.184173E-8
         2652.422     1.717777E-8
         2654.788     2.253302E-8
         2657.157     2.791457E-8
         2659.526     3.331236E-8
         2661.899     2.991847E-8
         2664.275     2.430171E-8
         2666.652     1.866365E-8
         2669.031     1.299802E-8
         2671.412     1.242947E-8
         2673.796     1.537973E-8
         2676.181     1.834043E-8
          2678.57     2.131544E-8
          2680.96     3.053318E-8
          2683.35     4.907338E-8
         2685.746     6.772543E-8
          2688.14     8.642251E-8
          2690.54     9.653640E-8
         2692.941     7.668235E-8
