#  Table pcf218wsys.tab  Mon 12:21:08 02-Jun-97

#      WAVELENGTH      THROUGHPUT
#       angstroms                

            1216.    5.206306E-21
          1217.34    5.279158E-21
         1218.682    5.352621E-21
         1220.026    5.426464E-21
         1221.371    5.484503E-21
         1222.717    5.542948E-21
         1224.065    5.601872E-21
         1225.414    5.661233E-21
         1226.765    5.721046E-21
         1228.117    5.781308E-21
         1229.471    5.842020E-21
         1230.826    5.894054E-21
         1232.183    5.940607E-21
         1233.542    5.987466E-21
         1234.901    6.034571E-21
         1236.262    6.081986E-21
         1237.625    6.129671E-21
         1238.989    6.177672E-21
         1240.355    6.222874E-21
         1241.722    6.259387E-21
         1243.091    6.296100E-21
         1244.461    6.332992E-21
         1245.833    6.370048E-21
         1247.207    6.407322E-21
         1248.582    6.444764E-21
         1249.957    6.482369E-21
         1251.335    6.511554E-21
         1252.715    6.540579E-21
         1254.095    6.569703E-21
         1255.478    6.598965E-21
         1256.862    6.628331E-21
         1258.247    6.657792E-21
         1259.634    6.687383E-21
         1261.023    6.711678E-21
         1262.413    6.734106E-21
         1263.805    6.756598E-21
         1265.198    6.779154E-21
         1266.592    6.801764E-21
         1267.989    6.824452E-21
         1269.387    6.847213E-21
         1270.786    6.866539E-21
         1272.187    6.883196E-21
         1273.588    6.899872E-21
         1274.992    6.916587E-21
         1276.399    6.933337E-21
         1277.805    6.950102E-21
         1279.214    6.966902E-21
         1280.624    6.981589E-21
         1282.035    6.993580E-21
         1283.449    7.005587E-21
         1284.864    7.017595E-21
          1286.28    7.029597E-21
         1287.698    7.041616E-21
         1289.117    7.053636E-21
         1290.538    7.064339E-21
         1291.961    7.072864E-21
         1293.385    7.081379E-21
         1294.811    7.089880E-21
         1296.238    7.098374E-21
         1297.668    7.106862E-21
         1299.098    7.115332E-21
          1300.53    7.122980E-21
         1301.963    7.129222E-21
         1303.398    7.135443E-21
         1304.835    7.141646E-21
         1306.274    7.147832E-21
         1307.713    7.153994E-21
         1309.155    7.160139E-21
         1310.597    7.165546E-21
         1312.042    7.169920E-21
         1313.489    7.174267E-21
         1314.937    7.178588E-21
         1316.386    7.182880E-21
         1317.837    7.187146E-21
          1319.29    7.191385E-21
         1320.744    7.194893E-21
           1322.2    7.197700E-21
         1323.657    7.200472E-21
         1325.117    7.203214E-21
         1326.578    7.205922E-21
         1328.039    7.208595E-21
         1329.503    7.211236E-21
         1330.969    7.213025E-21
         1332.436    7.214355E-21
         1333.905    7.215648E-21
         1335.376    7.216902E-21
         1336.847    7.218116E-21
         1338.321    7.219292E-21
         1339.796    7.220430E-21
         1341.273    7.220809E-21
         1342.752    7.221029E-21
         1344.232    7.221206E-21
         1345.713    7.221343E-21
         1347.197    7.221435E-21
         1348.682    7.221486E-21
         1350.169    7.221423E-21
         1351.657    7.220776E-21
         1353.146    7.220083E-21
         1354.638    7.218595E-21
         1356.131    7.216063E-21
         1357.627    7.213488E-21
         1359.123    7.210877E-21
         1360.621    7.208080E-21
         1362.121    7.205040E-21
         1363.622    7.201960E-21
         1365.126    7.198837E-21
          1366.63    7.195674E-21
         1368.137    7.192467E-21
         1369.645    7.189218E-21
         1371.155    7.185917E-21
         1372.667    7.182568E-21
          1374.18    7.179177E-21
         1375.694    7.175747E-21
         1377.211    7.172270E-21
         1378.729    7.168754E-21
         1380.249    7.165227E-21
         1381.771    7.161836E-21
         1383.294    7.158403E-21
         1384.818    7.154931E-21
         1386.345    7.151413E-21
         1387.874    7.147853E-21
         1389.403    7.144254E-21
         1390.935    7.140940E-21
         1392.468    7.137794E-21
         1394.002    7.134611E-21
          1395.54    7.131383E-21
         1397.078    7.128118E-21
         1398.618    7.124814E-21
          1400.16    7.121542E-21
         1401.703    7.118867E-21
         1403.248    7.116156E-21
         1404.795    7.113404E-21
         1406.343    7.110615E-21
         1407.894    7.107788E-21
         1409.446    7.104922E-21
         1410.999    7.102251E-21
         1412.555    7.099669E-21
         1414.112    7.097050E-21
          1415.67    7.094397E-21
         1417.231    7.091703E-21
         1418.793    7.088973E-21
         1420.357    7.086170E-21
         1421.923    7.083210E-21
         1423.491    7.080210E-21
         1425.059    7.077175E-21
          1426.63    7.074100E-21
         1428.203    7.070989E-21
         1429.777    7.067841E-21
         1431.354    7.064199E-21
         1432.932    7.060445E-21
          1434.51    7.056654E-21
         1436.092    7.052820E-21
         1437.676    7.048946E-21
          1439.26    7.045038E-21
         1440.847    7.040530E-21
         1442.435    7.035494E-21
         1444.024    7.030420E-21
         1445.617    7.025298E-21
          1447.21    7.020140E-21
         1448.805    7.014938E-21
         1450.402    7.009300E-21
         1452.001    7.002443E-21
         1453.602    6.995534E-21
         1455.205    6.988583E-21
         1456.808    6.981593E-21
         1458.414    6.974551E-21
         1460.022    6.967440E-21
         1461.631    6.958372E-21
         1463.243    6.949256E-21
         1464.856    6.940091E-21
          1466.47    6.930882E-21
         1468.086    6.921617E-21
         1469.706    6.912300E-21
         1471.325    6.900904E-21
         1472.947    6.888995E-21
         1474.571    6.877034E-21
         1476.196    6.865024E-21
         1477.824    6.852947E-21
         1479.453    6.840827E-21
         1481.083    6.826742E-21
         1482.716    6.811623E-21
          1484.35    6.796448E-21
         1485.987    6.781215E-21
         1487.625    6.771070E-21
         1489.264    6.769152E-21
         1490.906    6.765249E-21
         1492.549    6.759695E-21
         1494.195    6.753978E-21
         1495.842    6.748097E-21
         1497.491    6.742054E-21
         1499.142    6.735846E-21
         1500.794    6.725234E-21
         1502.449    6.709819E-21
         1504.105    6.694212E-21
         1505.763    6.678392E-21
         1507.423    6.662365E-21
         1509.084    6.646141E-21
         1510.748    6.628525E-21
         1512.414    6.609274E-21
          1514.08    6.589818E-21
         1515.749    6.570140E-21
         1517.419    6.550257E-21
         1519.093    6.530141E-21
         1520.768    6.509109E-21
         1522.444    6.487020E-21
         1524.122    6.464723E-21
         1525.802    6.442202E-21
         1527.484    6.419466E-21
         1529.168    6.396513E-21
         1530.854    6.372994E-21
          1532.54    6.348929E-21
          1534.23    6.324638E-21
         1535.921    6.300133E-21
         1537.615    6.275403E-21
          1539.31    6.250484E-21
         1541.006    6.225515E-21
         1542.705    6.200452E-21
         1544.405    6.175193E-21
         1546.109    6.139777E-21
         1547.812    6.099037E-21
         1549.518    6.058280E-21
         1551.227    6.018328E-21
         1552.936    5.978716E-21
         1554.648    5.939088E-21
         1556.363    5.899442E-21
         1558.078    5.859838E-21
         1559.795    5.820222E-21
         1561.515    5.782360E-21
         1563.235    5.744759E-21
         1564.958    5.707141E-21
         1566.685    5.669506E-21
         1568.411    5.631909E-21
          1570.14    5.594511E-21
         1571.871    5.559543E-21
         1573.603    5.524593E-21
         1575.338    5.489623E-21
         1577.075    5.454633E-21
         1578.813    5.419676E-21
         1580.553    5.385798E-21
         1582.295    5.354285E-21
         1584.039    5.322748E-21
         1585.785    5.291205E-21
         1587.534    5.259656E-21
         1589.284    5.228101E-21
         1591.036    5.198913E-21
          1592.79    5.171358E-21
         1594.545    5.143805E-21
         1596.303    5.116228E-21
         1598.062    5.088638E-21
         1599.824    5.061039E-21
         1601.588    5.037533E-21
         1603.353    5.014476E-21
          1605.12    4.991394E-21
          1606.89    4.968295E-21
         1608.661    4.945180E-21
         1610.434    4.923220E-21
          1612.21    4.904847E-21
         1613.986    4.886466E-21
         1615.765    4.868057E-21
         1617.548    4.849617E-21
          1619.33    4.831178E-21
         1621.115    4.815763E-21
         1622.902    4.802162E-21
          1624.69    4.788547E-21
         1626.482    4.774898E-21
         1628.275    4.761242E-21
