#  Table crwfpc2comp$wfpc2_f218w_004.tab  Thu 08:19:09 15-May-97

# WAVELENGTH   THROUGHPUT        error
#  ANGSTROMS TRANSMISSION TRANSMISSION

      1210.0   1.1041E-18           0.
      1228.0   1.1041E-18           0.
      1260.0   1.1041E-18           0.
      1290.0   1.1041E-18           0.
      1320.0   1.1041E-18           0.
      1350.0   1.1041E-18           0.
      1380.0   1.1041E-18           0.
      1410.0   1.1041E-18           0.
      1440.0   1.1041E-18           0.
      1470.0   1.1041E-18           0.
      1500.0   1.1041E-18           0.
      1531.0   1.1041E-18           0.
      1550.0   1.1041E-18           0.
      1750.0   1.1041E-18           0.
      1850.0     0.032003           0.
      1852.0     0.039245           0.
      1854.0     0.032819           0.
      1856.0       0.0342           0.
      1858.0     0.037515           0.
      1860.0     0.038449           0.
      1862.0     0.040493           0.
      1864.0      0.03899           0.
      1866.0     0.041197           0.
      1868.0     0.039855           0.
      1870.0     0.040286           0.
      1872.0     0.044456           0.
      1874.0     0.046308           0.
      1876.0     0.046467           0.
      1878.0     0.050856           0.
      1880.0     0.051943           0.
      1882.0     0.052921           0.
      1884.0     0.054732           0.
      1886.0     0.056686           0.
      1888.0     0.055633           0.
      1890.0     0.057977           0.
      1892.0     0.059626           0.
      1894.0     0.064182           0.
      1896.0       0.0654           0.
      1898.0     0.067464           0.
      1900.0     0.069935           0.
      1902.0     0.070833           0.
      1904.0     0.071897           0.
      1906.0     0.074965           0.
      1908.0     0.076678           0.
      1910.0     0.079832           0.
      1912.0     0.081164           0.
      1914.0     0.083132           0.
      1916.0     0.085214           0.
      1918.0     0.087386           0.
      1920.0     0.090306           0.
      1922.0     0.092271           0.
      1924.0     0.093369           0.
      1926.0     0.096686           0.
      1928.0     0.099166           0.
      1930.0      0.10234           0.
      1932.0      0.10386           0.
      1934.0      0.10533           0.
      1936.0      0.10972           0.
      1938.0      0.11149           0.
      1940.0      0.11496           0.
      1942.0      0.11729           0.
      1944.0      0.11888           0.
      1946.0      0.12073           0.
      1948.0      0.12268           0.
      1950.0      0.12633           0.
      1952.0      0.12924           0.
      1954.0      0.13181           0.
      1956.0      0.13297           0.
      1958.0      0.13469           0.
      1960.0      0.13841           0.
      1962.0       0.1407           0.
      1964.0      0.14269           0.
      1966.0      0.14581           0.
      1968.0      0.14913           0.
      1970.0      0.15132           0.
      1972.0      0.15224           0.
      1974.0      0.15493           0.
      1976.0      0.15886           0.
      1978.0      0.15917           0.
      1980.0      0.16221           0.
      1982.0      0.16412           0.
      1984.0      0.16488           0.
      1986.0      0.16835           0.
      1988.0      0.16994           0.
      1990.0      0.17165           0.
      1992.0       0.1743           0.
      1994.0       0.1768           0.
      1996.0      0.17681           0.
      1998.0         0.18           0.
      2000.0      0.18094           0.
      2002.0      0.18152           0.
      2004.0      0.18519           0.
      2006.0      0.18577           0.
      2008.0       0.1869           0.
      2010.0      0.18859           0.
      2012.0      0.19093           0.
      2014.0      0.19209           0.
      2016.0        0.192           0.
      2018.0      0.19342           0.
      2020.0      0.19429           0.
      2022.0      0.19572           0.
      2024.0      0.19632           0.
      2026.0      0.19872           0.
      2028.0      0.19969           0.
      2030.0       0.1999           0.
      2032.0      0.20137           0.
      2034.0      0.20122           0.
      2036.0      0.20261           0.
      2038.0       0.2036           0.
      2040.0      0.20319           0.
      2042.0       0.2046           0.
      2044.0       0.2055           0.
      2046.0      0.20516           0.
      2048.0      0.20625           0.
      2050.0      0.20764           0.
      2052.0      0.20719           0.
      2054.0      0.20798           0.
      2056.0       0.2089           0.
      2058.0      0.20989           0.
      2060.0      0.20942           0.
      2062.0      0.20947           0.
      2064.0      0.20941           0.
      2066.0      0.21047           0.
      2068.0      0.21044           0.
      2070.0      0.21016           0.
      2072.0      0.20985           0.
      2074.0      0.21081           0.
      2076.0      0.21078           0.
      2078.0      0.21045           0.
      2080.0      0.21049           0.
      2082.0      0.21102           0.
      2084.0       0.2112           0.
      2086.0      0.21098           0.
      2088.0      0.21085           0.
      2090.0       0.2111           0.
      2092.0      0.21131           0.
      2094.0      0.21001           0.
      2096.0      0.21067           0.
      2098.0      0.21091           0.
      2100.0      0.21037           0.
      2102.0      0.21056           0.
      2104.0      0.21075           0.
      2106.0      0.21032           0.
      2108.0       0.2104           0.
      2110.0      0.20954           0.
      2112.0      0.21028           0.
      2114.0      0.20904           0.
      2116.0      0.20977           0.
      2118.0      0.20932           0.
      2120.0      0.20863           0.
      2122.0      0.20902           0.
      2124.0      0.20846           0.
      2126.0      0.20827           0.
      2128.0      0.20803           0.
      2130.0      0.20805           0.
      2132.0      0.20663           0.
      2134.0      0.20775           0.
      2136.0      0.20627           0.
      2138.0      0.20586           0.
      2140.0      0.20582           0.
      2142.0      0.20509           0.
      2144.0      0.20532           0.
      2146.0      0.20387           0.
      2148.0      0.20373           0.
      2150.0      0.20316           0.
      2152.0       0.2033           0.
      2154.0      0.20302           0.
      2156.0      0.20265           0.
      2158.0      0.20179           0.
      2160.0      0.20141           0.
      2162.0      0.20056           0.
      2164.0      0.19978           0.
      2166.0       0.1993           0.
      2168.0      0.19875           0.
      2170.0      0.19741           0.
      2172.0      0.19755           0.
      2174.0      0.19758           0.
      2176.0      0.19686           0.
      2178.0      0.19589           0.
      2180.0      0.19509           0.
      2182.0      0.19483           0.
      2184.0      0.19397           0.
      2186.0      0.19302           0.
      2188.0      0.19298           0.
      2190.0      0.19182           0.
      2192.0      0.19113           0.
      2194.0       0.1906           0.
      2196.0      0.18982           0.
      2198.0      0.18902           0.
      2200.0      0.18797           0.
      2202.0      0.18729           0.
      2204.0      0.18666           0.
      2206.0       0.1855           0.
      2208.0      0.18479           0.
      2210.0        0.184           0.
      2212.0      0.18305           0.
      2214.0      0.18203           0.
      2216.0      0.18123           0.
      2218.0      0.18063           0.
      2220.0      0.17963           0.
