#  Table crwfpc2comp$wfpc2_f791w_004.tab  Thu 08:19:11 15-May-97

# WAVELENGTH   THROUGHPUT        error
#  ANGSTROMS TRANSMISSION TRANSMISSION

      1850.0    3.5299E-5           0.
      1860.0    5.0328E-6           0.
      1870.0    2.1293E-5           0.
      1880.0    8.0936E-5           0.
      1890.0    1.3234E-4           0.
      1900.0    2.0309E-4           0.
      1910.0    1.0927E-4           0.
      1920.0    1.4730E-5           0.
      1930.0    3.6766E-7           0.
      1940.0    1.8977E-5           0.
      1950.0    4.6399E-5           0.
      1960.0    5.5453E-6           0.
      1970.0    9.5772E-6           0.
      1980.0    5.5231E-6           0.
      1990.0    3.9372E-7           0.
      2000.0    2.1834E-6           0.
      2010.0    5.0289E-6           0.
      2020.0    3.7683E-6           0.
      2030.0    1.3562E-6           0.
      2040.0    3.0521E-7           0.
      2050.0    5.3629E-7           0.
      2060.0    1.0270E-6           0.
      2070.0    5.1033E-7           0.
      2080.0    1.0415E-6           0.
      2090.0    9.8841E-6           0.
      2100.0    7.1978E-6           0.
      2110.0    1.0396E-6           0.
      2120.0    6.7027E-6           0.
      2130.0    1.7326E-6           0.
      2140.0    1.2394E-6           0.
      2150.0    3.6776E-7           0.
      2160.0    1.4546E-6           0.
      2170.0    2.9315E-6           0.
      2180.0    4.9643E-7           0.
      2190.0    4.6206E-6           0.
      2200.0    2.9343E-6           0.
      2210.0    6.2577E-6           0.
      2220.0    9.3909E-7           0.
      2230.0    4.1033E-7           0.
      2240.0    3.2674E-7           0.
      2250.0    1.1380E-6           0.
      2260.0    1.4373E-6           0.
      2270.0    3.0521E-7           0.
      2280.0    4.3455E-7           0.
      2290.0    1.1448E-6           0.
      2300.0    2.5946E-6           0.
      2310.0    2.1129E-6           0.
      2320.0    4.6660E-7           0.
      2330.0    9.2664E-7           0.
      2340.0    3.0521E-7           0.
      2350.0    2.6332E-6           0.
      2360.0    1.1062E-6           0.
      2370.0    3.7577E-7           0.
      2380.0    9.8165E-7           0.
      2390.0    3.0521E-7           0.
      2400.0    3.4421E-7           0.
      2410.0    7.1303E-7           0.
      2420.0    1.2954E-6           0.
      2430.0    4.2104E-7           0.
      2440.0    1.0589E-6           0.
      2450.0    2.7847E-6           0.
      2460.0    3.1892E-7           0.
      2470.0    3.9382E-6           0.
      2480.0    2.0000E-6           0.
      2490.0    3.0521E-7           0.
      2500.0    3.7635E-7           0.
      2510.0    6.3002E-7           0.
      2520.0    1.3224E-6           0.
      2530.0    4.4266E-7           0.
      2540.0    5.1959E-7           0.
      2550.0    6.7751E-7           0.
      2560.0    9.7490E-7           0.
      2570.0    2.4865E-6           0.
      2580.0    1.8610E-6           0.
      2590.0    3.7210E-7           0.
      2600.0    4.5608E-7           0.
      2610.0    3.9218E-7           0.
      2620.0    1.4035E-6           0.
      2630.0    6.9295E-7           0.
      2640.0    5.7143E-7           0.
      2650.0    3.0724E-7           0.
      2660.0    5.0762E-7           0.
      2670.0    3.1428E-6           0.
      2680.0    3.0521E-7           0.
      2690.0    3.3832E-6           0.
      2700.0    2.5299E-6           0.
      2710.0    9.2393E-7           0.
      2720.0    7.1081E-7           0.
      2730.0    8.0135E-7           0.
      2740.0    1.0019E-6           0.
      2750.0    4.1631E-7           0.
      2760.0    1.0299E-6           0.
      2770.0    3.7162E-7           0.
      2780.0    4.8590E-7           0.
      2790.0    7.0781E-7           0.
      2800.0    8.7442E-7           0.
      2810.0    2.3880E-6           0.
      2820.0    4.1728E-7           0.
      2830.0    1.8127E-6           0.
      2840.0    2.5174E-6           0.
      2850.0    3.0521E-7           0.
      2860.0    1.0338E-6           0.
      2870.0    3.0521E-7           0.
      2880.0    6.6988E-7           0.
      2890.0    3.3909E-7           0.
      2900.0    6.3378E-7           0.
      2910.0    3.0521E-7           0.
      2920.0    3.6303E-7           0.
      2930.0    4.3195E-7           0.
      2940.0    7.3407E-7           0.
      2950.0    1.0984E-6           0.
      2960.0    3.3648E-7           0.
      2970.0    1.8948E-6           0.
      2980.0    7.3697E-7           0.
      2990.0    5.7654E-7           0.
      3000.0    1.1622E-6           0.
      3010.0    4.4382E-7           0.
      3020.0    5.8832E-7           0.
      3030.0    5.5444E-7           0.
      3040.0    2.4778E-6           0.
      3050.0    3.3726E-7           0.
      3060.0    4.8619E-7           0.
      3070.0    3.0386E-6           0.
      3080.0    1.3349E-6           0.
      3090.0    1.3272E-6           0.
      3100.0    3.2056E-6           0.
      3110.0    3.0521E-7           0.
      3120.0    1.6419E-6           0.
      3130.0    1.7722E-6           0.
      3140.0    3.2596E-7           0.
      3150.0    3.0521E-7           0.
      3160.0    3.6998E-7           0.
      3170.0    3.6255E-7           0.
      3180.0    1.7394E-6           0.
      3190.0    3.5280E-7           0.
      3200.0    8.5154E-7           0.
      3210.0    7.7239E-6           0.
      3220.0    3.2239E-7           0.
      3230.0    5.3021E-7           0.
      3240.0    4.9488E-7           0.
      3250.0    3.1004E-6           0.
      3260.0    7.0260E-7           0.
      3270.0    3.1245E-6           0.
      3280.0    5.2075E-7           0.
      3290.0    3.0521E-7           0.
      3300.0    3.0521E-7           0.
      3310.0    4.1419E-7           0.
      3320.0    4.7432E-6           0.
      3330.0    1.5125E-6           0.
      3340.0    1.0724E-6           0.
      3350.0    8.0492E-7           0.
      3360.0    1.0521E-6           0.
      3370.0    2.1457E-6           0.
      3380.0    1.0396E-6           0.
      3390.0    2.9546E-6           0.
      3400.0    5.4440E-6           0.
      3410.0    6.1892E-7           0.
      3420.0    4.7857E-7           0.
      3430.0    5.7287E-6           0.
      3440.0    1.2085E-6           0.
      3450.0    6.9652E-7           0.
      3460.0    4.9401E-6           0.
      3470.0    2.3011E-6           0.
      3480.0    1.8098E-6           0.
      3490.0    3.4015E-7           0.
      3500.0    7.4054E-7           0.
      3510.0    1.0676E-6           0.
      3520.0    3.1033E-6           0.
      3530.0    2.2538E-6           0.
      3540.0    3.2731E-6           0.
      3550.0    4.0830E-7           0.
      3560.0    6.4363E-7           0.
      3570.0    7.0231E-7           0.
      3580.0    4.1129E-7           0.
      3590.0    3.6177E-7           0.
      3600.0    6.8397E-7           0.
      3610.0    3.1245E-7           0.
      3620.0    1.7992E-6           0.
      3630.0    1.9556E-6           0.
      3640.0    2.6332E-6           0.
      3650.0    4.1650E-6           0.
      3660.0    3.0521E-7           0.
      3670.0    5.5656E-7           0.
      3680.0    3.4633E-7           0.
      3690.0    5.1332E-7           0.
      3700.0    3.4363E-7           0.
      3710.0    5.3069E-7           0.
      3720.0    3.4218E-6           0.
      3730.0    1.5820E-6           0.
      3740.0    6.4826E-7           0.
      3750.0    1.1892E-6           0.
      3760.0    1.5927E-6           0.
      3770.0    3.2046E-7           0.
      3780.0    3.8494E-7           0.
      3790.0    3.0521E-7           0.
      3800.0    1.0444E-6           0.
      3810.0    9.2519E-7           0.
      3820.0    3.0521E-7           0.
      3830.0    3.0521E-7           0.
      3840.0    3.0521E-7           0.
      3850.0    4.8735E-7           0.
      3860.0    6.2828E-7           0.
      3870.0    3.6853E-7           0.
      3880.0    1.9488E-6           0.
      3890.0    7.4739E-7           0.
      3900.0    3.0521E-7           0.
      3910.0    5.0811E-7           0.
      3920.0    5.3060E-7           0.
      3930.0    8.8272E-7           0.
      3940.0    8.9073E-7           0.
      3950.0    3.0521E-7           0.
      3960.0    3.0521E-7           0.
      3970.0    7.8967E-7           0.
      3980.0    2.0647E-6           0.
      3990.0    5.7036E-7           0.
      4000.0    3.0521E-7           0.
      4010.0    4.9681E-7           0.
      4020.0    3.0521E-7           0.
      4030.0    6.1312E-7           0.
      4040.0    3.0521E-7           0.
      4050.0    5.2953E-7           0.
      4060.0    1.7712E-6           0.
      4070.0    4.2741E-7           0.
      4080.0    1.0801E-6           0.
      4090.0    3.0521E-7           0.
      4100.0    4.8832E-7           0.
      4110.0    4.0174E-7           0.
      4120.0    5.2664E-7           0.
      4130.0    3.0521E-7           0.
      4140.0    3.0521E-7           0.
      4150.0    3.0521E-7           0.
      4160.0    3.0521E-7           0.
      4170.0    6.5048E-7           0.
      4180.0    1.0241E-6           0.
      4190.0    1.2075E-6           0.
      4200.0    8.4063E-7           0.
      4210.0    5.9922E-7           0.
      4220.0    5.3040E-7           0.
      4230.0    1.2693E-6           0.
      4240.0    3.0521E-7           0.
      4250.0    3.0521E-7           0.
      4260.0    3.0521E-7           0.
      4270.0    3.0521E-7           0.
      4280.0    3.0521E-7           0.
      4290.0    3.0521E-7           0.
      4300.0    3.0521E-7           0.
      4310.0    3.0521E-7           0.
      4320.0    3.0521E-7           0.
      4330.0    3.0521E-7           0.
      4340.0    3.0521E-7           0.
      4350.0    3.0521E-7           0.
      4360.0    3.0521E-7           0.
      4370.0    3.0521E-7           0.
      4380.0    3.0521E-7           0.
      4390.0    2.7133E-6           0.
      4400.0    1.4247E-5           0.
      4410.0    3.0955E-5           0.
      4420.0    3.6872E-5           0.
      4430.0    4.7538E-5           0.
      4440.0    4.2500E-5           0.
      4450.0    3.0203E-5           0.
      4460.0    1.8243E-5           0.
      4470.0    5.9478E-6           0.
      4480.0    1.4527E-6           0.
      4490.0    5.4971E-7           0.
      4500.0    4.7625E-7           0.
      4510.0    3.0521E-7           0.
      4520.0    3.3040E-7           0.
      4530.0    3.0521E-7           0.
      4540.0    3.0521E-7           0.
      4550.0    3.0521E-7           0.
      4560.0    3.0521E-7           0.
      4570.0    3.0521E-7           0.
      4580.0    7.3252E-7           0.
      4590.0    8.5000E-7           0.
      4600.0    8.7828E-7           0.
      4610.0    3.0521E-7           0.
      4620.0    5.5878E-7           0.
      4630.0    4.2982E-7           0.
      4640.0    3.0589E-7           0.
      4650.0    4.5096E-7           0.
      4660.0    3.6448E-7           0.
      4670.0    4.7645E-7           0.
      4680.0    6.3475E-7           0.
      4690.0    4.0502E-7           0.
      4700.0    6.5984E-7           0.
      4710.0    4.3118E-7           0.
      4720.0    3.0521E-7           0.
      4730.0    3.0521E-7           0.
      4740.0    3.0521E-7           0.
      4750.0    5.5173E-7           0.
      4760.0    3.0521E-7           0.
      4770.0    3.0521E-7           0.
      4780.0    3.0521E-7           0.
      4790.0    3.0521E-7           0.
      4800.0    4.4729E-7           0.
      4810.0    3.0521E-7           0.
      4820.0    3.0521E-7           0.
      4830.0    3.0521E-7           0.
      4840.0    3.0521E-7           0.
      4850.0    3.0521E-7           0.
      4860.0    3.8716E-7           0.
      4870.0    4.6448E-7           0.
      4880.0    3.0521E-7           0.
      4890.0    3.0521E-7           0.
